id,name,nationality,sex,date_of_birth,height,weight,sport,gold,silver,bronze,total
9308,Ryan Gregson,AUS,male,4/26/1990,1.74,83,athletics,0,0,0,0
9309,Ryan Held,USA,male,6/27/1995,1.81,85.5,aquatics,1,0,0,1
9310,Ryan Lochte,USA,male,8/3/1984,1.88,88,aquatics,1,0,0,1
9311,Ryan Murphy,USA,male,7/2/1995,1.91,90,aquatics,3,0,0,3
9312,Ryan Patterson,RSA,male,1/10/1994,1.77,72,gymnastics,0,0,0,0
9313,Ryan Pini,PNG,male,12/10/1981,1.96,98,aquatics,0,0,0,0
9314,Ryan Seaton,IRL,male,12/3/1987,1.82,77,sailing,0,0,0,0
9315,Ryan Sissons,NZL,male,6/24/1988,1.75,62,triathlon,0,0,0,0
9316,Ryan Taylor,NZL,male,3/2/1980,1.75,73,shooting,0,0,0,0
9317,Ryan Tyack,AUS,male,6/2/1991,1.86,102,archery,0,0,1,1
9318,Rynardt van Rensburg,RSA,male,3/23/1992,1.85,73,athletics,0,0,0,0
9319,Ryohei Arai,JPN,male,6/23/1991,1.83,95,athletics,0,0,0,0
9320,Ryohei Kato,JPN,male,9/9/1993,1.62,54,gymnastics,1,0,0,1
9321,Ryosuke Irie,JPN,male,1/24/1990,1.78,64,aquatics,0,0,0,0
9322,Ryota Ohshima,JPN,male,1/23/1993,1.68,64,football,0,0,0,0
9323,Ryota Yamagata,JPN,male,6/10/1992,1.77,70,athletics,0,1,0,1
9324,Ryunosuke Haga,JPN,male,4/28/1991,1.86,100,judo,0,0,1,1
9325,Ryuzo Kitajima,JPN,male,10/23/1985,1.71,68,equestrian,0,0,0,0
9326,S.S.P. Chawrasia,IND,male,5/15/1978,1.6,67,golf,0,0,0,0
9327,Sa Rang Kim,KOR,male,8/22/1989,1.78,82,badminton,0,0,0,0
9328,Saad Luaibi,IRQ,male,1/19/1992,1.78,75,football,0,0,0,0
9329,Sabah Shariati,AZE,male,1/1/1989,1.92,130,wrestling,0,0,1,1
9330,Sabina Asenjo,ESP,female,8/3/1986,1.78,90,athletics,0,0,0,0
9331,Sabina Ashirbayeva,KAZ,female,11/5/1998,1.63,45,gymnastics,0,0,0,0
9332,Sabina Jacobsen,SWE,female,3/24/1989,1.8,75,handball,0,0,0,0
9333,Sabina Mikina,AZE,female,10/24/1987,1.68,51,fencing,0,0,0,0
9334,Sabina Veit,SLO,female,12/2/1985,1.67,59,athletics,0,0,0,0
9335,Sabine Kusterer,GER,female,1/4/1991,1.56,58,weightlifting,0,0,0,0
9336,Sabine Spitz,GER,female,12/27/1971,1.67,60,cycling,0,0,0,0
9337,Sabrina Ameghino,ARG,female,7/6/1980,1.69,64,canoe,0,0,0,0
9338,Sabrina D Angelo,CAN,female,5/11/1993,1.73,71,football,0,0,1,1
9339,Sabrina Delannoy,FRA,female,5/18/1986,1.71,62,football,0,0,0,0
9340,Sabrina Filzmoser,AUT,female,6/12/1980,1.73,57,judo,0,0,0,0
9341,Sabrina Hering,GER,female,2/16/1992,1.67,70,canoe,0,1,0,1
9342,Sabrina Jaquet,SUI,female,6/21/1987,1.69,60,badminton,0,0,0,0
9343,Sacha Valleau,FRA,male,10/8/1996,1.92,97,rugby sevens,0,0,0,0
9344,Sachi Mochida,JPN,female,7/19/1999,1.66,57,aquatics,0,0,0,0
9345,Sadiq Umar,NGR,male,2/2/1997,1.72,45.5,football,0,0,1,1
9346,Sae Miyakawa,JPN,female,9/10/1999,1.45,34,gymnastics,0,0,0,0
9347,Saeed Almaktoum,UAE,male,10/1/1976,1.74,88,shooting,0,0,0,0
9348,Saehyuk Joo,KOR,male,1/20/1980,1.8,67,table tennis,0,0,0,0
9349,Saeid Mollaei,IRI,male,1/5/1992,1.76,82,judo,0,0,0,0
9350,Saeid Morad Abdvali,IRI,male,11/4/1989,1.7,80,wrestling,0,0,1,1
9351,Safa Saidani,TUN,female,5/26/1990,1.77,69,table tennis,0,0,0,0
9352,Safwan Khalil,AUS,male,5/15/1986,1.84,58,taekwondo,0,0,0,0
9353,Sage Watson,CAN,female,6/20/1994,1.8,57,athletics,0,0,0,0
9354,Sagi Muki,ISR,male,5/17/1992,1.8,73,judo,0,0,0,0
9355,Sahily Diago,CUB,female,8/26/1995,1.69,49,athletics,0,0,0,0
9356,Sahit Prizreni,AUS,male,2/23/1983,1.66,65,wrestling,0,0,0,0
9357,Saidi Juma Makula,TAN,male,8/1/1994,1.7,54,athletics,0,0,0,0
9358,Saif Bin Futtais,UAE,male,9/2/1973,1.74,90,shooting,0,0,0,0
9359,Saily Viart,CUB,female,9/10/1995,1.7,94,athletics,0,0,0,0
9360,Saina Nehwal,IND,female,3/17/1990,1.65,65,badminton,0,0,0,0
9361,Saisai Zheng,CHN,female,2/5/1994,1.7,62,tennis,0,0,0,0
9362,Saiyidah Mohamed Rafa'ee,SIN,female,4/20/1988,1.73,68,rowing,0,0,0,0
9363,Saiyinjirigala,CHN,male,12/14/1989,1.75,73,judo,0,0,0,0
9364,Sajan Prakash Prakash,IND,male,9/14/1993,1.78,70,aquatics,0,0,0,0
9365,Sajjad Mardani,IRI,male,7/1/1988,1.98,96,taekwondo,0,0,0,0
9366,Sakiko Shimizu,JPN,female,4/20/1992,1.56,50,aquatics,0,0,0,0
9367,Sakina Karchaoui,FRA,female,1/26/1996,1.6,55,football,0,0,0,0
9368,Sakiyo Asano,JPN,female,5/26/1987,1.64,60,hockey,0,0,0,0
9369,Sakshi Malik,IND,female,9/3/1992,1.62,58,wrestling,0,0,1,1
9370,Sakura Noshitani,JPN,female,9/29/1997,1.68,48,gymnastics,0,0,0,0
9371,Sakura Tsukagoshi,JPN,female,4/13/1991,1.68,60,cycling,0,0,0,0
9372,Salem Eid Yaqoob,BRN,male,3/1/1996,1.75,65,athletics,0,0,0,0
9373,Salim Keddar,ALG,male,11/13/1993,1.76,65,athletics,0,0,0,0
9374,Salima Elouali Alami,MAR,female,12/29/1983,1.79,58,athletics,0,0,0,0
9375,Sally Conway,GBR,female,2/1/1987,1.67,70,judo,0,0,1,1
9376,Sally Kehoe,AUS,female,9/25/1986,1.72,75,rowing,0,0,0,0
9377,Sally Rutherford,NZL,female,6/5/1981,1.65,65,hockey,0,0,0,0
9378,Sally Yee,FIJ,female,4/10/2001,1.625,84,table tennis,0,0,0,0
9379,Salma Negmeldin,EGY,female,3/5/1996,1.6,49,aquatics,0,0,0,0
9380,Salome Kora,SUI,female,6/8/1994,1.73,66,athletics,0,0,0,0
9381,Salome Nyirarukundo,RWA,female,12/20/1997,1.705,56.5,athletics,0,0,0,0
9382,Salome Pazhava,GEO,female,9/3/1997,1.68,47,gymnastics,0,0,0,0
9383,Salvador,POR,male,11/11/1991,1.68,70,football,0,0,0,0
9384,Salvador Piera,ESP,male,5/18/1991,1.83,83,hockey,0,0,0,0
9385,Salvatore Rossini,ITA,male,7/13/1986,1.85,82,volleyball,0,1,0,1
9386,Salwa Eid Naser,BRN,female,5/23/1998,1.68,54,athletics,0,0,0,0
9387,Salwan Jasim Abbood Abbood,IRQ,male,9/26/1991,1.8,104,weightlifting,0,0,0,0
9388,Sam Cross,GBR,male,8/26/1992,1.91,103,rugby sevens,0,1,0,1
9389,Sam Crouser,USA,male,12/31/1991,1.99,104,athletics,0,0,0,0
9390,Sam Dickson,NZL,male,10/28/1989,1.93,101,rugby sevens,0,0,0,0
9391,Sam Dommer,USA,male,9/4/1991,1.88,91,rowing,0,0,0,0
9392,Sam Dorman,USA,male,8/30/1991,1.76,77,aquatics,0,1,0,1
9393,Sam Griffiths,AUS,male,5/27/1972,1.71,73,equestrian,0,0,1,1
9394,Sam Groth,AUS,male,10/19/1987,1.785,76,tennis,0,0,0,0
9395,Sam Kendricks,USA,male,9/7/1992,1.86,79,athletics,0,0,1,1
9396,Sam McEntee,AUS,male,2/3/1992,1.91,67,athletics,0,0,0,0
9397,Sam Meech,NZL,male,4/4/1991,1.83,81,sailing,0,0,1,1
9398,Sam Townsend,GBR,male,11/26/1985,1.99,102,rowing,0,0,0,0
9399,Sam Ward,GBR,male,12/24/1990,1.78,75,hockey,0,0,0,0
9400,Sam Webster,NZL,male,7/16/1991,1.83,80,cycling,0,1,0,1
9401,Sam Welsford,AUS,male,1/19/1996,1.79,82,cycling,0,1,0,1
9402,Sam Willoughby,AUS,male,8/15/1991,1.73,87,cycling,0,0,0,0
9403,Saman Ahmed Tahmasebi,AZE,male,7/26/1985,1.8,85,wrestling,0,0,0,0
9404,Samantha Arevalo,ECU,female,9/30/1994,1.71,60,aquatics,0,0,0,0
9405,Samantha Birch,AUS,female,6/6/1981,1.61,63,equestrian,0,0,0,0
9406,Samantha Charlton,NZL,female,12/7/1991,1.74,66,hockey,0,0,0,0
9407,Samantha Kassman,PNG,female,1/23/1984,1.65,68,taekwondo,0,0,0,0
9408,Samantha Kerr,AUS,female,9/10/1993,1.67,63,football,0,0,0,0
9409,Samantha Mewis,USA,female,10/9/1992,1.83,74,football,0,0,0,0
9410,Samantha Murray,GBR,female,9/25/1989,1.74,60,modern pentathlon,0,0,0,0
9411,Samantha Quek,GBR,female,10/18/1988,1.69,62,hockey,1,0,0,1
9412,Samantha Roberts,ANT,female,4/21/2000,1.72,64,aquatics,0,0,0,0
9413,Samantha Stosur,AUS,female,3/30/1984,1.72,68,tennis,0,0,0,0
9414,Samar Amer Ibrahim Hamza,EGY,female,4/4/1995,1.7,75,wrestling,0,0,0,0
9415,Sami Hill,USA,female,6/8/1992,1.83,89,aquatics,1,0,0,1
9416,Samia Ahmed,EGY,female,1/20/1996,1.7,57,aquatics,0,0,0,0
9417,Samir Ait Said,FRA,male,11/1/1989,1.67,66,gymnastics,0,0,0,0
9418,Samira Amirova,UZB,female,4/2/1998,1.62,47,gymnastics,0,0,0,0
9419,Samira Ouass,MAR,female,4/22/1992,1.62,74,weightlifting,0,0,0,0
9420,Samira Rocha,BRA,female,1/26/1989,1.7,64,handball,0,0,0,0
9421,Samisoni Viriviri,FIJ,male,4/25/1988,1.86,88,rugby sevens,1,0,0,1
9422,Samkelisiwe Zulu,ZIM,female,4/14/1990,1.64,50,football,0,0,0,0
9423,Samson Samuel Opuakpo Forcados,NGR,male,4/24/1986,1.83,81,aquatics,0,0,0,0
9424,Samuel Albrecht,BRA,male,9/2/1981,1.8,71,sailing,0,0,0,0
9425,Samuel Carmona Heredia,ESP,male,5/28/1996,1.62,80,boxing,0,0,0,0
9426,Samuel Cordova,MEX,male,3/13/1989,2,89,volleyball,0,0,0,0
9427,Samuel Gaze,NZL,male,12/12/1995,1.89,79,cycling,0,0,0,0
9428,Samuel Ireri Gathimba,KEN,male,10/26/1987,1.65,57,athletics,0,0,0,0
9429,Samuel Mikulak,USA,male,10/13/1992,1.67,63,gymnastics,0,0,0,0
9430,Samuel Ojserkis,USA,male,3/24/1990,1.73,55,rowing,0,0,0,0
9431,Samuel Oliech,KEN,male,12/15/1993,1.85,92,rugby sevens,0,0,0,0
9432,Samuel Schachter,CAN,male,5/8/1990,1.95,80,volleyball,0,0,0,0
9433,Samuel Walker,GBR,male,5/7/1995,1.86,74,table tennis,0,0,0,0
9434,Samuela Nabenia,FIJ,male,2/9/1995,1.78,76,football,0,0,0,0
9435,Samuil Donkov,BUL,male,6/20/1983,1.7,68,shooting,0,0,0,0
9436,Samuli Piippo,FIN,male,1/1/1980,1.81,75,archery,0,0,0,0
9437,Samy Abdel Razek,EGY,male,4/10/1980,1.7,60,shooting,0,0,0,0
9438,San Naing San Naing,MYA,male,3/5/1991,1.7,57,athletics,0,0,0,0
9439,San Yu Htwe,MYA,female,10/14/1986,1.67,57,archery,0,0,0,0
9440,Sanaa Koubaa,GER,female,1/6/1985,1.7,56,athletics,0,0,0,0
9441,Sanae Motokawa,JPN,female,4/2/1992,1.75,65,basketball,0,0,0,0
9442,Sanah Mollo,RSA,female,1/30/1987,1.59,64,football,0,0,0,0
9443,Sanchai Ratiwatana,THA,male,1/23/1982,1.75,70,tennis,0,0,0,0
9444,Sanda Belgyan,ROU,female,12/17/1992,1.65,53,athletics,0,0,0,0
9445,Sandeep Kumar,IND,male,5/1/1986,1.665,57,athletics,0,0,0,0
9446,Sandeep Tomar,IND,male,4/2/1991,1.68,61,wrestling,0,0,0,0
9447,Sander Baart,NED,male,4/30/1988,1.78,76,hockey,0,0,0,0
9448,Sander de Wijn,NED,male,5/2/1990,1.83,78,hockey,0,0,0,0
9449,Sandi Morris,USA,female,7/8/1992,1.73,62,athletics,0,1,0,1
9450,Sandie Clair,FRA,female,4/1/1988,1.6,60,cycling,0,0,0,0
9451,Sandie Toletti,FRA,female,7/13/1995,1.69,58,football,0,0,0,0
9452,Sandor Racz,HUN,male,9/14/1986,1.78,68,athletics,0,0,0,0
9453,Sandor Totka,HUN,male,7/27/1994,1.88,85,canoe,0,0,0,0
9454,Sandra Aguilar,ESP,female,8/9/1992,1.68,51,gymnastics,0,1,0,1
9455,Sandra Arenas,COL,female,9/17/1993,1.6,50,athletics,0,0,0,0
9456,Sandra Auffarth,GER,female,12/27/1986,1.7,57,equestrian,0,1,0,1
9457,Sandra Eriksson,FIN,female,6/4/1989,1.63,47,athletics,0,0,0,0
9458,Sandra Gal,GER,female,5/9/1985,1.83,70,golf,0,0,0,0
9459,Sandra Galvis,COL,female,6/28/1986,1.6,46,athletics,0,0,0,0
9460,Sandra Gomis,FRA,female,11/21/1983,1.65,53,athletics,0,0,0,0
9461,Sandra Lemos,COL,female,1/1/1989,1.7,100,athletics,0,0,0,0
9462,Sandra Perkovic,CRO,female,6/21/1990,1.83,85,athletics,1,0,0,1
9463,Sandra Sepulveda,COL,female,3/3/1988,1.67,58,football,0,0,0,0
9464,Sandrine Gruda,FRA,female,6/25/1987,1.93,83,basketball,0,0,0,0
9465,Sandrine Mainville,CAN,female,3/20/1992,1.73,66,aquatics,0,0,1,1
9466,Sandro Aminashvili,GEO,male,2/21/1992,1.8,85,wrestling,0,0,0,0
9467,Sandro Bazadze,GEO,male,7/29/1993,1.93,88,fencing,0,0,0,0
9468,Sandro Sukno,CRO,male,6/30/1990,2,93,aquatics,0,1,0,1
9469,Sanghoon Park,KOR,male,3/13/1993,1.83,77,cycling,0,0,0,0
9470,Sanghyeok Woo,KOR,male,4/23/1996,1.87,70,athletics,0,0,0,0
9471,Sangmin Sim,KOR,male,5/21/1993,1.72,70,football,0,0,0,0
9472,Sangmyeong Ham,KOR,male,11/10/1995,1.68,69.5,boxing,0,0,0,0
9473,Sangsu Lee,KOR,male,8/13/1990,1.8,69,table tennis,0,0,0,0
9474,Sangwook Lee,KOR,male,10/14/1985,1.7,60,gymnastics,0,0,0,0
9475,Sangyoung Park,KOR,male,10/16/1995,1.77,73,fencing,1,0,0,1
9476,Sania Mirza,IND,female,11/15/1986,1.66,57,tennis,0,0,0,0
9477,Sanita Puspure,IRL,female,12/21/1981,1.8,72,rowing,0,0,0,0
9478,Sanna Solberg,NOR,female,6/16/1990,1.78,64.5,handball,0,0,1,1
9479,Sanne Verhagen,NED,female,8/24/1992,1.53,57,judo,0,0,0,0
9480,Sanne Wevers,NED,female,9/17/1991,1.56,46,gymnastics,1,0,0,1
9481,Sanne van Olphen,NED,female,3/13/1989,1.77,68,handball,0,0,0,0
9482,Sanni Utriainen,FIN,female,2/5/1991,1.69,72,athletics,0,0,0,0
9483,Santa Pakenyte,LTU,female,12/11/1990,1.86,132,judo,0,0,0,0
9484,Santiago Alvarez,ARG,male,1/17/1994,1.88,93,rugby sevens,0,0,0,0
9485,Santiago Ascacibar,ARG,male,2/25/1997,1.74,77,football,0,0,0,0
9486,Santiago Enrique Grillo Diez,COL,male,5/27/1987,1.85,74,sailing,0,0,0,0
9487,Santiago Gonzalez,MEX,male,2/24/1983,1.91,91,tennis,0,0,0,0
9488,Santiago Grassi,ARG,male,9/25/1996,1.87,82,aquatics,0,0,0,0
9489,Santiago Lange,ARG,male,9/22/1961,1.84,73,sailing,1,0,0,1
9490,Santiago Ramirez Morales,COL,male,7/20/1994,1.8,82,cycling,0,0,0,0
9491,Santino Kenyi,SSD,male,8/14/1993,1.8,75,athletics,0,0,0,0
9492,Santisouk Inthavong,LAO,male,9/2/1999,1.7,60,aquatics,0,0,0,0
9493,Santo Condorelli,CAN,male,1/17/1995,1.88,88,aquatics,0,0,0,0
9494,Saori Kimura,JPN,female,8/19/1986,1.85,65,volleyball,0,0,0,0
9495,Saori Nagamine,JPN,female,7/5/1993,1.66,60,archery,0,0,0,0
9496,Saori Sakoda,JPN,female,12/18/1987,1.75,63,volleyball,0,0,0,0
9497,Saori Yoshida,JPN,female,10/5/1982,1.57,55,wrestling,0,1,0,1
9498,Saoussen Boudiaf,FRA,female,12/31/1993,1.73,69,fencing,0,0,0,0
9499,Sapana Sapana,IND,female,1/2/1988,1.715,64,athletics,0,0,0,0
9500,Sapsiree Taerattanachai,THA,female,4/18/1992,1.7,59,badminton,0,0,0,0
9501,Sara Ahmed,EGY,female,1/1/1998,1.55,68,weightlifting,0,0,1,1
9502,Sara Algotsson Ostholt,SWE,female,12/8/1974,1.63,56,equestrian,0,0,0,0
9503,Sara Bertolasi,ITA,female,4/29/1988,1.79,68,rowing,0,0,0,0
9504,Sara Carmo,POR,female,10/12/1986,1.79,69,sailing,0,0,0,0
9505,Sara Cholnoky,HUN,female,11/3/1988,1.65,64,sailing,0,0,0,0
9506,Sara Daebritz,GER,female,2/15/1995,1.71,59,football,1,0,0,1
9507,Sara Dosho,JPN,female,10/17/1994,1.59,69,wrestling,1,0,0,1
9508,Sara Errani,ITA,female,4/29/1987,1.64,58,tennis,0,0,0,0
9509,Sara Franceschi,ITA,female,2/1/1999,1.78,61,aquatics,0,0,0,0
9510,Sara Gambetta,GER,female,2/18/1993,1.84,89,athletics,0,0,0,0
9511,Sara Kolak,CRO,female,6/22/1995,1.7,74,athletics,1,0,0,1
9512,Sara Krnjic,SRB,female,7/15/1991,1.93,83,basketball,0,0,1,1
9513,Sara Lopez Ravetllat,ESP,female,11/29/1992,1.65,66,sailing,0,0,0,0
